event_id,timestamp,region,state,plant_id,generation_type,plant_capacity_mw,scheduled_mw,actual_mw,curtailed_mw,deviation_mw,dispatcher_remark,true_cause_label,is_synthetic,source_document_id,predicted_cause,confidence_score,pipeline_status,validation_status
EVT-2026-1567,2026-06-10 00:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,267.4,241.3,26.1,26.1,Transmission congestion on Kurnool to Bhadla 765kV line,Transmission Constraint,True,DOC-20260610-GU,Transmission Constraint,0.841,classified,confirmed
EVT-2026-1568,2026-07-31 08:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,267.6,235.5,32.1,32.1,Over-frequency condition (50.1 Hz) detected across regional grid,High Frequency,True,DOC-20260731-AN,High Frequency,0.889,classified,confirmed
EVT-2026-1569,2026-07-19 09:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,183.1,155.1,28.0,20.4,Power surrender by buying utility due to off-peak tariff,Commercial / Discom Request,True,DOC-20260719-TA,Commercial / Discom Request,0.881,classified,mismatch
EVT-2026-1570,2026-07-17 06:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,687.9,572.3,115.6,115.6,"Inter-regional corridor bottleneck, backing down required",Transmission Constraint,True,DOC-20260717-RA,Transmission Constraint,0.901,classified,confirmed
EVT-2026-1571,2026-07-06 12:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,338.8,311.7,27.1,27.1,"Frequency higher than statutory limit (50.08 Hz), RE reduction mandated",High Frequency,True,DOC-20260706-KA,High Frequency,0.903,classified,confirmed
EVT-2026-1572,2026-07-09 06:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,348.1,319.0,29.1,29.1,Bay maintenance shutdown at Kurnool RE pooling station,Maintenance / Outage,True,DOC-20260709-KA,Maintenance / Outage,0.886,classified,confirmed
EVT-2026-1573,2026-06-23 10:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,251.6,166.4,85.2,85.2,Power surrender by buying utility due to off-peak tariff,Commercial / Discom Request,True,DOC-20260623-MA,Commercial / Discom Request,0.881,classified,confirmed
EVT-2026-1574,2026-07-20 15:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,799.5,580.2,219.3,219.3,Grid security alert: voltage instability detected at Pavagada,Grid Security,True,DOC-20260720-RA,Grid Security,0.885,classified,confirmed
EVT-2026-1575,2026-07-03 07:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,517.9,443.6,74.3,74.3,"Frequency higher than statutory limit (50.09 Hz), RE reduction mandated",High Frequency,True,DOC-20260703-RA,High Frequency,0.902,classified,confirmed
EVT-2026-1576,2026-07-17 11:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,195.0,128.3,66.7,66.7,System security constraint enforced by SRLDC dispatcher,Grid Security,True,DOC-20260717-AN,Grid Security,0.87,classified,confirmed
EVT-2026-1577,2026-07-27 13:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,592.7,539.4,53.3,59.4,Planned line clearance for grid upgrade work,Maintenance / Outage,True,DOC-20260727-RA,Maintenance / Outage,0.91,classified,mismatch
EVT-2026-1578,2026-08-13 08:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,473.2,397.0,76.2,76.2,Low demand period discom backing down request,Commercial / Discom Request,True,DOC-20260813-MA,Commercial / Discom Request,0.911,classified,confirmed
EVT-2026-1579,2026-06-23 13:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,292.6,245.8,46.8,36.3,Transmission congestion on Muppandal to Bhuj 765kV line,Transmission Constraint,True,DOC-20260623-KA,Transmission Constraint,0.808,classified,mismatch
EVT-2026-1580,2026-08-02 19:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,233.8,152.1,81.7,81.7,"High frequency in grid (50.12 Hz), backing down instructed by WRLDC",High Frequency,True,DOC-20260802-TA,High Frequency,0.864,classified,confirmed
EVT-2026-1581,2026-06-25 06:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,193.8,130.0,63.8,63.8,Planned line clearance for grid upgrade work,Maintenance / Outage,True,DOC-20260625-AN,Maintenance / Outage,0.91,classified,confirmed
EVT-2026-1582,2026-07-25 18:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,379.5,334.1,45.4,41.1,Line loading exceeded thermal capacity limit at Pavagada,Transmission Constraint,True,DOC-20260725-KA,Transmission Constraint,0.878,classified,confirmed
EVT-2026-1583,2026-07-14 03:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,351.8,262.4,89.4,89.4,Transmission line constraint at Muppandal 400kV corridor,Transmission Constraint,True,DOC-20260714-GU,Transmission Constraint,0.852,classified,confirmed
EVT-2026-1584,2026-06-12 07:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,366.5,335.7,30.8,30.8,Commercial backing down order from state DISCOM (Gurowvnl),Commercial / Discom Request,True,DOC-20260612-KA,Commercial / Discom Request,0.882,classified,confirmed
EVT-2026-1585,2026-06-11 08:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,461.2,333.3,127.9,127.9,Protection relay testing shutdown at pooling station,Maintenance / Outage,True,DOC-20260611-RA,Maintenance / Outage,0.891,classified,confirmed
EVT-2026-1586,2026-06-30 07:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,426.6,360.8,65.8,65.8,Frequency control directive: reduce generation immediately,High Frequency,True,DOC-20260630-TA,High Frequency,0.892,classified,confirmed
EVT-2026-1587,2026-06-06 16:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,236.0,219.8,16.2,16.2,Over-frequency condition (50.08 Hz) detected across regional grid,High Frequency,True,DOC-20260606-AN,High Frequency,0.896,classified,confirmed
EVT-2026-1588,2026-07-25 07:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,486.5,431.3,55.2,55.2,"Inter-regional corridor bottleneck, backing down required",Transmission Constraint,True,DOC-20260725-RA,Transmission Constraint,0.901,classified,confirmed
EVT-2026-1589,2026-07-24 11:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,362.8,325.5,37.3,37.3,Transformer maintenance outage at evacuation yard,Maintenance / Outage,True,DOC-20260724-KA,Maintenance / Outage,0.873,classified,confirmed
EVT-2026-1590,2026-06-04 10:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,400.9,274.8,126.1,126.1,Commercial backing down order from state DISCOM (Tangedco),Commercial / Discom Request,True,DOC-20260604-MA,Commercial / Discom Request,0.83,classified,confirmed
EVT-2026-1591,2026-07-29 08:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,368.0,227.3,140.7,140.7,Planned line clearance for grid upgrade work,Maintenance / Outage,True,DOC-20260729-GU,Maintenance / Outage,0.91,classified,confirmed
EVT-2026-1592,2026-07-28 04:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,206.2,150.0,56.2,56.2,DISCOM commercial request due to low demand period,Commercial / Discom Request,True,DOC-20260728-TA,Commercial / Discom Request,0.917,classified,confirmed
EVT-2026-1593,2026-07-03 09:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,545.2,408.6,136.6,137.4,System security constraint enforced by SRLDC dispatcher,Grid Security,True,DOC-20260703-RA,Grid Security,0.87,classified,confirmed
EVT-2026-1594,2026-07-24 08:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,448.6,379.1,69.5,69.5,"High frequency in grid (50.11 Hz), backing down instructed by NRLDC",High Frequency,True,DOC-20260724-KA,High Frequency,0.828,classified,confirmed
EVT-2026-1595,2026-06-14 10:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,279.7,181.0,98.7,98.7,"Frequency higher than statutory limit (50.12 Hz), RE reduction mandated",High Frequency,True,DOC-20260614-KA,High Frequency,0.886,classified,confirmed
EVT-2026-1596,2026-06-10 08:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,243.5,183.8,59.7,59.7,Emergency backing down to prevent grid failure at Bhuj,Grid Security,True,DOC-20260610-MA,Grid Security,0.824,classified,confirmed
EVT-2026-1597,2026-06-14 13:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,741.9,595.9,146.0,146.0,Commercial backing down order from state DISCOM (Javvnl),Commercial / Discom Request,True,DOC-20260614-RA,Commercial / Discom Request,0.882,classified,confirmed
EVT-2026-1598,2026-07-30 15:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,278.8,179.9,98.9,98.9,Over-frequency condition (50.08 Hz) detected across regional grid,High Frequency,True,DOC-20260730-AN,High Frequency,0.896,classified,confirmed
EVT-2026-1599,2026-07-16 13:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,285.4,219.3,66.1,66.1,"System frequency surge (50.05 Hz), active power curtailment executed",High Frequency,True,DOC-20260716-TA,High Frequency,0.892,classified,confirmed
EVT-2026-1600,2026-06-01 18:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,894.9,640.0,254.9,254.9,Over-generation mitigation required for grid stability,Grid Security,True,DOC-20260601-RA,Grid Security,0.885,classified,confirmed
EVT-2026-1601,2026-08-19 20:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,257.6,213.1,44.5,44.5,Bay maintenance shutdown at Bhadla RE pooling station,Maintenance / Outage,True,DOC-20260819-TA,Maintenance / Outage,0.898,classified,confirmed
EVT-2026-1602,2026-07-22 12:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,289.1,244.1,45.0,33.7,"System frequency surge (50.08 Hz), active power curtailment executed",High Frequency,True,DOC-20260722-KA,High Frequency,0.91,classified,mismatch
EVT-2026-1603,2026-06-22 09:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,220.8,133.3,87.5,96.5,System security constraint enforced by SRLDC dispatcher,Grid Security,True,DOC-20260622-TA,Grid Security,0.87,classified,mismatch
EVT-2026-1604,2026-06-14 10:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,291.6,235.1,56.5,56.5,Commercial backing down order from state DISCOM (Tangedco),Commercial / Discom Request,True,DOC-20260614-TA,Commercial / Discom Request,0.83,classified,confirmed
EVT-2026-1605,2026-07-12 15:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,324.1,207.2,116.9,116.9,Power surrender by buying utility due to off-peak tariff,Commercial / Discom Request,True,DOC-20260712-KA,Commercial / Discom Request,0.881,classified,confirmed
EVT-2026-1606,2026-06-11 13:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,212.4,161.6,50.8,50.8,Economic dispatch instruction from SLDC control room,Commercial / Discom Request,True,DOC-20260611-MA,Commercial / Discom Request,0.898,classified,confirmed
EVT-2026-1607,2026-06-22 12:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,292.4,257.7,34.7,34.7,Power surrender by buying utility due to off-peak tariff,Commercial / Discom Request,True,DOC-20260622-KA,Commercial / Discom Request,0.881,classified,confirmed
EVT-2026-1608,2026-07-17 11:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,250.1,165.7,84.4,84.4,Reactive power compensation constraint at Khavda grid,Grid Security,True,DOC-20260717-GU,Grid Security,0.871,classified,confirmed
EVT-2026-1609,2026-07-31 09:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,441.9,425.2,16.7,16.7,Transformer maintenance outage at evacuation yard,Maintenance / Outage,True,DOC-20260731-TA,Maintenance / Outage,0.873,classified,confirmed
EVT-2026-1610,2026-07-10 15:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,499.7,374.7,125.0,125.0,"Frequency higher than statutory limit (50.12 Hz), RE reduction mandated",High Frequency,True,DOC-20260710-KA,High Frequency,0.886,classified,confirmed
EVT-2026-1611,2026-07-26 11:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,521.4,466.5,54.9,64.3,Economic dispatch instruction from SLDC control room,Commercial / Discom Request,True,DOC-20260726-KA,Commercial / Discom Request,0.898,classified,mismatch
EVT-2026-1612,2026-07-06 08:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,285.9,231.5,54.4,54.4,Emergency backing down to prevent grid failure at Rewa,Grid Security,True,DOC-20260706-MA,Grid Security,0.844,classified,confirmed
EVT-2026-1613,2026-06-05 03:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,314.8,227.4,87.4,54.0,Reactive power compensation constraint at Kayathar grid,Grid Security,True,DOC-20260605-GU,Grid Security,0.844,classified,mismatch
EVT-2026-1614,2026-06-30 13:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,217.2,159.2,58.0,58.0,Substation maintenance work scheduled at Pavagada,Maintenance / Outage,True,DOC-20260630-TA,Maintenance / Outage,0.851,classified,confirmed
EVT-2026-1615,2026-07-01 11:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,226.4,184.8,41.6,41.6,"Inter-regional corridor bottleneck, backing down required",Transmission Constraint,True,DOC-20260701-TA,Transmission Constraint,0.901,classified,confirmed
EVT-2026-1616,2026-07-06 07:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,423.7,336.7,87.0,87.0,Frequency control directive: reduce generation immediately,High Frequency,True,DOC-20260706-AN,High Frequency,0.892,classified,confirmed
EVT-2026-1617,2026-08-19 16:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,289.4,258.1,31.3,31.3,Line loading exceeded thermal capacity limit at Rewa,Transmission Constraint,True,DOC-20260819-TA,Transmission Constraint,0.869,classified,confirmed
EVT-2026-1618,2026-07-22 10:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,432.9,271.9,161.0,161.0,DISCOM commercial request due to low demand period,Commercial / Discom Request,True,DOC-20260722-MA,Commercial / Discom Request,0.917,classified,confirmed
EVT-2026-1619,2026-06-12 12:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,429.4,305.4,124.0,124.0,Bay maintenance shutdown at Tuticorin RE pooling station,Maintenance / Outage,True,DOC-20260612-TA,Maintenance / Outage,0.894,classified,confirmed
EVT-2026-1620,2026-06-01 10:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,332.3,259.9,72.4,72.4,Commercial backing down order from state DISCOM (Discom-West),Commercial / Discom Request,True,DOC-20260601-MA,Commercial / Discom Request,0.81,classified,confirmed
EVT-2026-1621,2026-08-09 15:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,351.6,300.9,50.7,50.7,Reactive power compensation constraint at Tuticorin grid,Grid Security,True,DOC-20260809-MA,Grid Security,0.886,classified,confirmed
EVT-2026-1622,2026-06-25 07:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,381.0,365.1,15.9,15.9,DISCOM commercial request due to low demand period,Commercial / Discom Request,True,DOC-20260625-KA,Commercial / Discom Request,0.917,classified,confirmed
EVT-2026-1623,2026-07-03 14:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,486.7,346.1,140.6,140.6,"High frequency in grid (50.13 Hz), backing down instructed by SRLDC",High Frequency,True,DOC-20260703-RA,High Frequency,0.848,classified,confirmed
EVT-2026-1624,2026-07-12 08:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,564.9,362.3,202.6,231.2,Transformer maintenance outage at evacuation yard,Maintenance / Outage,True,DOC-20260712-RA,Maintenance / Outage,0.873,classified,mismatch
EVT-2026-1625,2026-07-11 00:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,199.6,126.6,73.0,73.0,Planned line clearance for grid upgrade work,Maintenance / Outage,True,DOC-20260711-GU,Maintenance / Outage,0.91,classified,confirmed
EVT-2026-1626,2026-06-05 17:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,394.6,348.7,45.9,45.9,Planned line clearance for grid upgrade work,Maintenance / Outage,True,DOC-20260605-TA,Maintenance / Outage,0.91,classified,confirmed
EVT-2026-1627,2026-06-30 15:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,299.7,228.4,71.3,71.3,Commercial backing down order from state DISCOM (Javvnl),Commercial / Discom Request,True,DOC-20260630-MA,Commercial / Discom Request,0.882,classified,confirmed
EVT-2026-1628,2026-08-10 10:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,252.7,230.9,21.8,21.8,Over-frequency condition (50.13 Hz) detected across regional grid,High Frequency,True,DOC-20260810-GU,High Frequency,0.884,classified,confirmed
EVT-2026-1629,2026-06-03 11:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,220.0,159.9,60.1,60.1,"System frequency surge (50.1 Hz), active power curtailment executed",High Frequency,True,DOC-20260603-MA,High Frequency,0.904,classified,confirmed
EVT-2026-1630,2026-06-10 07:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,397.1,329.3,67.8,67.8,Power surrender by buying utility due to off-peak tariff,Commercial / Discom Request,True,DOC-20260610-MA,Commercial / Discom Request,0.881,classified,confirmed
EVT-2026-1631,2026-06-16 11:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,427.0,333.5,93.5,93.5,System security constraint enforced by ERLDC dispatcher,Grid Security,True,DOC-20260616-AN,Grid Security,0.877,classified,confirmed
EVT-2026-1632,2026-06-28 17:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,560.0,483.9,76.1,76.1,"System frequency surge (50.06 Hz), active power curtailment executed",High Frequency,True,DOC-20260628-KA,High Frequency,0.891,classified,confirmed
EVT-2026-1633,2026-08-09 13:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,249.3,176.7,72.6,101.3,Substation maintenance work scheduled at Pavagada,Maintenance / Outage,True,DOC-20260809-TA,Maintenance / Outage,0.851,classified,mismatch
EVT-2026-1634,2026-06-13 15:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,450.8,316.4,134.4,134.4,Frequency control directive: reduce generation immediately,High Frequency,True,DOC-20260613-MA,High Frequency,0.892,classified,confirmed
EVT-2026-1635,2026-07-08 16:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,288.6,210.8,77.8,77.8,Line loading exceeded thermal capacity limit at Rewa,Transmission Constraint,True,DOC-20260708-AN,Transmission Constraint,0.869,classified,confirmed
EVT-2026-1636,2026-06-17 07:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,261.3,204.1,57.2,57.2,Protection relay testing shutdown at pooling station,Maintenance / Outage,True,DOC-20260617-AN,Maintenance / Outage,0.891,classified,confirmed
EVT-2026-1637,2026-07-28 15:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,184.7,159.6,25.1,25.1,System security constraint enforced by NRLDC dispatcher,Grid Security,True,DOC-20260728-AN,Grid Security,0.888,classified,confirmed
EVT-2026-1638,2026-06-17 06:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,327.0,209.0,118.0,118.0,Economic dispatch instruction from SLDC control room,Commercial / Discom Request,True,DOC-20260617-KA,Commercial / Discom Request,0.898,classified,confirmed
EVT-2026-1639,2026-06-23 11:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,435.5,265.8,169.7,169.7,Grid security alert: voltage instability detected at Rewa,Grid Security,True,DOC-20260623-TA,Grid Security,0.869,classified,confirmed
EVT-2026-1640,2026-07-26 13:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,334.8,316.7,18.1,14.9,Line loading exceeded thermal capacity limit at Bhadla,Transmission Constraint,True,DOC-20260726-MA,Transmission Constraint,0.885,classified,confirmed
EVT-2026-1641,2026-07-23 14:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,320.9,199.5,121.4,95.1,"Frequency higher than statutory limit (50.06 Hz), RE reduction mandated",High Frequency,True,DOC-20260723-GU,High Frequency,0.884,classified,mismatch
EVT-2026-1642,2026-08-07 17:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,254.9,229.5,25.4,25.4,"Frequency higher than statutory limit (50.07 Hz), RE reduction mandated",High Frequency,True,DOC-20260807-TA,High Frequency,0.903,classified,confirmed
EVT-2026-1643,2026-06-11 12:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,418.2,327.5,90.7,90.7,Frequency control directive: reduce generation immediately,High Frequency,True,DOC-20260611-TA,High Frequency,0.892,classified,confirmed
EVT-2026-1644,2026-07-28 06:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,300.9,257.6,43.3,43.3,Transformer maintenance outage at evacuation yard,Maintenance / Outage,True,DOC-20260728-AN,Maintenance / Outage,0.873,classified,confirmed
EVT-2026-1645,2026-08-03 08:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,393.6,285.7,107.9,107.9,Low demand period discom backing down request,Commercial / Discom Request,True,DOC-20260803-TA,Commercial / Discom Request,0.911,classified,confirmed
EVT-2026-1646,2026-06-30 09:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,676.8,613.9,62.9,62.9,"High frequency in grid (50.08 Hz), backing down instructed by ERLDC",High Frequency,True,DOC-20260630-RA,High Frequency,0.89,classified,confirmed
EVT-2026-1647,2026-06-23 07:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,224.3,175.8,48.5,48.5,Bay maintenance shutdown at Bhuj RE pooling station,Maintenance / Outage,True,DOC-20260623-MA,Maintenance / Outage,0.892,classified,confirmed
EVT-2026-1648,2026-07-17 12:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,578.3,406.3,172.0,172.0,"System frequency surge (50.08 Hz), active power curtailment executed",High Frequency,True,DOC-20260717-RA,High Frequency,0.91,classified,confirmed
EVT-2026-1649,2026-06-22 22:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,169.2,137.6,31.6,31.6,Power surrender by buying utility due to off-peak tariff,Commercial / Discom Request,True,DOC-20260622-TA,Commercial / Discom Request,0.881,classified,confirmed
EVT-2026-1650,2026-07-24 14:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,342.3,276.8,65.5,65.5,System security constraint enforced by NRLDC dispatcher,Grid Security,True,DOC-20260724-MA,Grid Security,0.888,classified,confirmed
EVT-2026-1651,2026-06-15 16:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,396.4,278.2,118.2,118.2,Reactive power compensation constraint at Muppandal grid,Grid Security,True,DOC-20260615-TA,Grid Security,0.867,classified,confirmed
EVT-2026-1652,2026-06-15 08:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,260.8,193.4,67.4,67.4,"Frequency higher than statutory limit (50.15 Hz), RE reduction mandated",High Frequency,True,DOC-20260615-TA,High Frequency,0.87,classified,confirmed
EVT-2026-1653,2026-06-27 11:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,389.8,344.5,45.3,45.3,Planned line clearance for grid upgrade work,Maintenance / Outage,True,DOC-20260627-MA,Maintenance / Outage,0.91,classified,confirmed
EVT-2026-1654,2026-06-01 11:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,249.8,156.8,93.0,93.0,"System frequency surge (50.09 Hz), active power curtailment executed",High Frequency,True,DOC-20260601-TA,High Frequency,0.908,classified,confirmed
EVT-2026-1655,2026-07-04 14:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,517.2,497.4,19.8,19.8,Power surrender by buying utility due to off-peak tariff,Commercial / Discom Request,True,DOC-20260704-KA,Commercial / Discom Request,0.881,classified,confirmed
EVT-2026-1656,2026-08-17 17:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,690.3,574.1,116.2,116.2,N-1 contingency constraint triggered on evacuation line,Transmission Constraint,True,DOC-20260817-RA,Transmission Constraint,0.897,classified,confirmed
EVT-2026-1657,2026-08-17 10:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,429.8,336.1,93.7,93.7,N-1 contingency constraint triggered on evacuation line,Transmission Constraint,True,DOC-20260817-KA,Transmission Constraint,0.897,classified,confirmed
EVT-2026-1658,2026-07-27 16:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,298.0,221.3,76.7,76.7,Economic dispatch instruction from SLDC control room,Commercial / Discom Request,True,DOC-20260727-TA,Commercial / Discom Request,0.898,classified,confirmed
EVT-2026-1659,2026-06-14 14:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,252.0,229.7,22.3,17.0,Transformer maintenance outage at evacuation yard,Maintenance / Outage,True,DOC-20260614-TA,Maintenance / Outage,0.873,classified,mismatch
EVT-2026-1660,2026-06-23 06:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,200.0,148.7,51.3,51.3,Planned line clearance for grid upgrade work,Maintenance / Outage,True,DOC-20260623-AN,Maintenance / Outage,0.91,classified,confirmed
EVT-2026-1661,2026-06-24 10:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,433.7,295.9,137.8,137.8,"Frequency higher than statutory limit (50.08 Hz), RE reduction mandated",High Frequency,True,DOC-20260624-RA,High Frequency,0.903,classified,confirmed
EVT-2026-1662,2026-06-02 13:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,244.2,204.3,39.9,39.9,DISCOM commercial request due to low demand period,Commercial / Discom Request,True,DOC-20260602-TA,Commercial / Discom Request,0.917,classified,confirmed
EVT-2026-1663,2026-07-16 15:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,369.9,247.3,122.6,140.1,Substation maintenance work scheduled at Kurnool,Maintenance / Outage,True,DOC-20260716-TA,Maintenance / Outage,0.868,classified,mismatch
EVT-2026-1664,2026-06-09 13:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,611.0,404.4,206.6,206.6,Frequency control directive: reduce generation immediately,High Frequency,True,DOC-20260609-RA,High Frequency,0.892,classified,confirmed
EVT-2026-1665,2026-06-06 12:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,394.0,374.8,19.2,19.2,Bay maintenance shutdown at Bhadla RE pooling station,Maintenance / Outage,True,DOC-20260606-TA,Maintenance / Outage,0.898,classified,confirmed
EVT-2026-1666,2026-06-04 18:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,265.4,167.8,97.6,97.6,Protection relay testing shutdown at pooling station,Maintenance / Outage,True,DOC-20260604-AN,Maintenance / Outage,0.891,classified,confirmed
EVT-2026-1667,2026-06-25 10:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,478.1,354.7,123.4,85.4,Over-frequency condition (50.07 Hz) detected across regional grid,High Frequency,True,DOC-20260625-KA,High Frequency,0.895,classified,mismatch
EVT-2026-1668,2026-07-18 17:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,428.6,364.1,64.5,87.3,Bay maintenance shutdown at Tuticorin RE pooling station,Maintenance / Outage,True,DOC-20260718-KA,Maintenance / Outage,0.894,classified,mismatch
EVT-2026-1669,2026-07-11 17:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,305.9,242.4,63.5,63.5,Emergency backing down to prevent grid failure at Muppandal,Grid Security,True,DOC-20260711-KA,Grid Security,0.863,classified,confirmed
EVT-2026-1670,2026-07-27 18:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,229.3,159.3,70.0,70.0,"System frequency surge (50.15 Hz), active power curtailment executed",High Frequency,True,DOC-20260727-TA,High Frequency,0.877,classified,confirmed
